,Articles,Categories
1225,A1226,"C0001,C0016,C0028,C0120"
1226,A1227,"C0001,C0008,C0032,C0125,C0001,C0005"
1227,A1228,"C0001,C0008,C0032,C0125,C0001,C0005"
1228,A1229,"C0001,C0014,C0108"
1229,A1230,"C0001,C0054,C0031"
1230,A1231,"C0001,C0014,C0040"
1231,A1232,No_Category
1232,A1233,"C0001,C0054,C0039"
1233,A1234,"C0001,C0008,C0063"
1234,A1235,"C0001,C0006,C0105"
1235,A1236,"C0001,C0013,C0080"
1236,A1237,"C0001,C0014,C0117"
1237,A1238,"C0001,C0006,C0019"
1238,A1239,"C0001,C0016,C0028,C0120"
1239,A1240,"C0001,C0008,C0063"
1240,A1241,"C0001,C0016,C0028,C0135"
1241,A1242,"C0001,C0014,C0117"
1242,A1243,"C0001,C0025,C0025,C0001,C0011,C0113"
1243,A1244,"C0001,C0054,C0057"
1244,A1245,"C0001,C0025,C0025"
1245,A1246,"C0001,C0008,C0053"
1246,A1247,"C0001,C0054,C0047"
1247,A1248,"C0001,C0006,C0105"
1248,A1249,"C0001,C0016,C0028,C0141"
1249,A1250,"C0001,C0016,C0028,C0136"
1250,A1251,"C0001,C0008,C0035"
1251,A1252,"C0001,C0013,C0082"
1252,A1253,"C0001,C0014,C0117"
1253,A1254,"C0001,C0015,C0091"
1254,A1255,"C0001,C0005,C0001,C0008,C0065,C0139"
1255,A1256,"C0001,C0008,C0053"
1256,A1257,"C0001,C0016,C0033,C0127"
1257,A1258,"C0001,C0016,C0028,C0135"
1258,A1259,"C0001,C0008,C0063"
1259,A1260,"C0001,C0054,C0110"
1260,A1261,"C0001,C0008,C0066"
1261,A1262,"C0001,C0016,C0028,C0120"
1262,A1263,"C0001,C0008,C0063"
1263,A1264,"C0001,C0013,C0089"
1264,A1265,"C0001,C0008,C0063"
1265,A1266,"C0001,C0006,C0024"
1266,A1267,"C0001,C0054,C0056"
1267,A1268,"C0001,C0011,C0070"
1268,A1269,"C0001,C0014,C0114"
1269,A1270,"C0001,C0016,C0033,C0127"
1270,A1271,"C0001,C0054,C0039"
1271,A1272,"C0001,C0014,C0117"
1272,A1273,"C0001,C0014,C0027"
1273,A1274,"C0001,C0004,C0095"
1274,A1275,"C0001,C0006,C0098"
1275,A1276,"C0001,C0006,C0098"
1276,A1277,"C0001,C0006,C0098"
1277,A1278,"C0001,C0016,C0028,C0120"
1278,A1279,"C0001,C0004,C0036"
1279,A1280,"C0001,C0014,C0094"
1280,A1281,"C0001,C0016,C0028,C0137"
1281,A1282,"C0001,C0016,C0092,C0144"
1282,A1283,"C0001,C0008,C0035"
1283,A1284,"C0001,C0008,C0084"
1284,A1285,"C0001,C0016,C0028,C0135"
1285,A1286,"C0001,C0015,C0101"
1286,A1287,"C0001,C0054,C0112"
1287,A1288,"C0001,C0008,C0018"
1288,A1289,"C0001,C0011,C0070"
1289,A1290,"C0001,C0008,C0062,C0119,C0001,C0005"
1290,A1291,"C0001,C0008,C0032,C0125,C0001,C0005"
1291,A1292,"C0001,C0015,C0103"
1292,A1293,"C0001,C0009,C0060"
1293,A1294,"C0001,C0016,C0028,C0141"
1294,A1295,"C0001,C0016,C0028,C0132"
1295,A1296,"C0001,C0003,C0048"
1296,A1297,"C0001,C0003,C0048"
1297,A1298,"C0001,C0003,C0048"
1298,A1299,"C0001,C0003,C0048"
1299,A1300,"C0001,C0003,C0048"
1300,A1301,"C0001,C0003,C0048"
1301,A1302,"C0001,C0003,C0048"
1302,A1303,"C0001,C0003,C0048"
1303,A1304,"C0001,C0008,C0032,C0125,C0001,C0005"
1304,A1305,"C0001,C0016,C0028,C0135"
1305,A1306,"C0001,C0014,C0117"
1306,A1307,"C0001,C0016,C0033,C0126,C0001,C0016,C0028,C0135"
1307,A1308,"C0001,C0008,C0063"
1308,A1309,"C0001,C0014,C0074,C0001,C0016,C0092,C0142"
1309,A1310,"C0001,C0008,C0085"
1310,A1311,"C0001,C0014,C0094"
1311,A1312,"C0001,C0014,C0061"
1312,A1313,"C0001,C0004,C0049"
1313,A1314,"C0001,C0008,C0085"
1314,A1315,"C0001,C0004,C0049"
1315,A1316,"C0001,C0009,C0067"
1316,A1317,"C0001,C0009,C0029,C0122"
1317,A1318,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1318,A1319,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1319,A1320,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1320,A1321,"C0001,C0014,C0069"
1321,A1322,"C0001,C0014,C0027"
1322,A1323,"C0001,C0009,C0029,C0124,C0001,C0014,C0079"
1323,A1324,"C0001,C0009,C0029,C0124,C0001,C0014,C0079"
1324,A1325,"C0001,C0009,C0029,C0121"
1325,A1326,"C0001,C0009,C0029,C0122"
1326,A1327,"C0001,C0009,C0029,C0122,C0001,C0014,C0079,C0001,C0014,C0102"
1327,A1328,"C0001,C0009,C0029,C0122,C0001,C0014,C0068"
1328,A1329,"C0001,C0008,C0084"
1329,A1330,"C0001,C0008,C0035,C0001,C0008,C0084"
1330,A1331,"C0001,C0009,C0076"
1331,A1332,"C0001,C0054,C0056"
1332,A1333,"C0001,C0008,C0018,C0118,C0001,C0005"
1333,A1334,"C0001,C0009,C0023"
1334,A1335,"C0001,C0006,C0050"
1335,A1336,"C0001,C0009,C0029,C0122,C0001,C0014,C0068"
1336,A1337,"C0001,C0016,C0033,C0127"
1337,A1338,"C0001,C0008,C0018"
1338,A1339,"C0001,C0008,C0032"
1339,A1340,"C0001,C0014,C0026"
1340,A1341,"C0001,C0008,C0035"
1341,A1342,"C0001,C0008,C0032,C0125,C0001,C0005"
1342,A1343,"C0001,C0009,C0020,C0001,C0014,C0068"
1343,A1344,"C0001,C0008,C0053"
1344,A1345,"C0001,C0004,C0095"
1345,A1346,"C0001,C0016,C0092,C0129"
1346,A1347,"C0001,C0016,C0092,C0129"
1347,A1348,"C0001,C0006,C0050"
1348,A1349,"C0001,C0016,C0092,C0129"
1349,A1350,"C0001,C0016,C0092,C0129"
1350,A1351,"C0001,C0016,C0092,C0129"
1351,A1352,"C0001,C0016,C0092,C0129"
1352,A1353,"C0001,C0006,C0050"
1353,A1354,"C0001,C0006,C0050"
1354,A1355,"C0001,C0006,C0050"
1355,A1356,"C0001,C0012"
1356,A1357,"C0001,C0012"
1357,A1358,"C0001,C0012"
1358,A1359,"C0001,C0016,C0028,C0141"
1359,A1360,"C0001,C0016,C0028,C0137"
1360,A1361,"C0001,C0016,C0028,C0120"
1361,A1362,"C0001,C0016,C0028,C0137"
1362,A1363,"C0001,C0016,C0028,C0120"
1363,A1364,"C0001,C0014,C0068"
1364,A1365,"C0001,C0015,C0091"
1365,A1366,"C0001,C0009,C0029,C0123,C0001,C0014,C0094"
1366,A1367,"C0001,C0009,C0029,C0124,C0001,C0014,C0094"
1367,A1368,"C0001,C0014,C0079"
1368,A1369,"C0001,C0009,C0029,C0121"
1369,A1370,"C0001,C0014,C0089"
1370,A1371,"C0001,C0010,C0106"
1371,A1372,"C0001,C0014,C0090"
1372,A1373,"C0001,C0004,C0095"
1373,A1374,"C0001,C0014,C0017"
1374,A1375,"C0001,C0054,C0054,C0001,C0016,C0028,C0135"
1375,A1376,"C0001,C0016,C0028,C0120"
1376,A1377,"C0001,C0054,C0039"
1377,A1378,"C0001,C0015,C0091"
1378,A1379,"C0001,C0003,C0030"
1379,A1380,"C0001,C0016,C0028,C0120"
1380,A1381,"C0001,C0016,C0092,C0142"
1381,A1382,"C0001,C0011,C0059"
1382,A1383,"C0001,C0016,C0028,C0135"
1383,A1384,"C0001,C0016,C0092,C0134"
1384,A1385,"C0001,C0006,C0050"
1385,A1386,"C0001,C0008,C0063"
1386,A1387,"C0001,C0009,C0029,C0123"
1387,A1388,"C0001,C0008,C0058"
1388,A1389,"C0001,C0009,C0029,C0121"
1389,A1390,"C0001,C0011,C0070"
1390,A1391,"C0001,C0009,C0029"
1391,A1392,"C0001,C0009,C0029,C0122"
1392,A1393,"C0001,C0011,C0093"
1393,A1394,"C0001,C0010,C0043,C0001,C0006,C0050"
1394,A1395,"C0001,C0016,C0092,C0134"
1395,A1396,"C0001,C0004,C0052"
1396,A1397,"C0001,C0016,C0033,C0133"
1397,A1398,"C0001,C0008,C0066"
1398,A1399,"C0001,C0014,C0077"
1399,A1400,"C0001,C0016,C0028,C0141"
1400,A1401,"C0001,C0009,C0020,C0001,C0011,C0093"
1401,A1402,"C0001,C0015,C0103"
1402,A1403,"C0001,C0004,C0071"
1403,A1404,"C0001,C0008,C0018,C0118,C0001,C0005"
1404,A1405,"C0001,C0016,C0033,C0127"
1405,A1406,"C0001,C0014,C0089"
1406,A1407,"C0001,C0008,C0085"
1407,A1408,"C0001,C0016,C0092,C0142"
1408,A1409,"C0001,C0008,C0018,C0118,C0001,C0005"
1409,A1410,"C0001,C0014,C0117"
1410,A1411,"C0001,C0009,C0029,C0123,C0001,C0014,C0051"
1411,A1412,"C0001,C0008,C0066"
1412,A1413,"C0001,C0009,C0116"
1413,A1414,"C0001,C0008,C0088"
1414,A1415,"C0001,C0016,C0028,C0136"
1415,A1416,"C0001,C0011,C0070"
1416,A1417,"C0001,C0016,C0028,C0132"
1417,A1418,"C0001,C0005,C0001,C0008,C0053,C0130"
1418,A1419,"C0001,C0016,C0033,C0126"
1419,A1420,"C0001,C0004,C0052,C0001,C0015,C0091"
1420,A1421,"C0001,C0008,C0018,C0118,C0001,C0005"
1421,A1422,"C0001,C0016,C0028,C0137"
1422,A1423,"C0001,C0004,C0044"
1423,A1424,"C0001,C0014,C0074"
1424,A1425,"C0001,C0012"
1425,A1426,"C0001,C0016,C0028,C0140"
1426,A1427,"C0001,C0008,C0065"
1427,A1428,"C0001,C0016,C0028,C0120"
1428,A1429,"C0001,C0016,C0028,C0120"
1429,A1430,"C0001,C0016,C0028,C0120"
1430,A1431,"C0001,C0016,C0028,C0120"
1431,A1432,"C0001,C0016,C0028,C0120"
1432,A1433,"C0001,C0003,C0045"
1433,A1434,"C0001,C0008,C0053"
1434,A1435,"C0001,C0016,C0028,C0120"
1435,A1436,"C0001,C0016,C0028,C0120"
1436,A1437,"C0001,C0016,C0028,C0120"
1437,A1438,"C0001,C0004,C0095"
1438,A1439,"C0001,C0016,C0092,C0143"
1439,A1440,"C0001,C0004,C0095"
1440,A1441,"C0001,C0016,C0033,C0127"
1441,A1442,"C0001,C0013,C0082"
1442,A1443,"C0001,C0004,C0095"
1443,A1444,"C0001,C0016,C0028,C0128"
1444,A1445,"C0001,C0014,C0094"
1445,A1446,"C0001,C0014,C0017"
1446,A1447,"C0001,C0008,C0053"
1447,A1448,"C0001,C0016,C0028,C0131"
1448,A1449,"C0001,C0004,C0052,C0001,C0004,C0095"
1449,A1450,"C0001,C0015,C0091"
1450,A1451,"C0001,C0016,C0092,C0143"
1451,A1452,"C0001,C0016,C0092,C0143"
1452,A1453,"C0001,C0025,C0025"
1453,A1454,"C0001,C0016,C0028,C0120"
1454,A1455,"C0001,C0004,C0052,C0001,C0016,C0028,C0132"
1455,A1456,"C0001,C0016,C0092,C0142"
1456,A1457,"C0001,C0016,C0092,C0142"
1457,A1458,"C0001,C0016,C0028,C0135"
1458,A1459,"C0001,C0008,C0035"
1459,A1460,"C0001,C0016,C0028,C0135"
1460,A1461,"C0001,C0014,C0117"
1461,A1462,"C0001,C0006,C0019,C0001,C0009,C0076"
1462,A1463,"C0001,C0006,C0019,C0001,C0009,C0076"
1463,A1464,"C0001,C0054,C0107"
1464,A1465,"C0001,C0054,C0109"
1465,A1466,"C0001,C0006,C0098"
1466,A1467,"C0001,C0004,C0095"
1467,A1468,"C0001,C0008,C0053"
1468,A1469,"C0001,C0016,C0028,C0120"
1469,A1470,"C0001,C0006,C0050"
1470,A1471,"C0001,C0008,C0032,C0125,C0001,C0005"
1471,A1472,"C0001,C0004,C0021,C0001,C0054,C0054"
1472,A1473,"C0001,C0008,C0084"
1473,A1474,"C0001,C0014,C0108"
1474,A1475,"C0001,C0008,C0063"
1475,A1476,"C0001,C0004,C0095"
1476,A1477,"C0001,C0054,C0054"
1477,A1478,"C0001,C0054,C0056,C0001,C0016,C0028,C0135"
1478,A1479,"C0001,C0016,C0028,C0132"
1479,A1480,"C0001,C0016,C0028,C0120"
1480,A1481,"C0001,C0054,C0109"
1481,A1482,"C0001,C0004,C0071"
1482,A1483,"C0001,C0005,C0001,C0008,C0064"
1483,A1484,"C0001,C0010,C0106"
1484,A1485,"C0001,C0008,C0078"
1485,A1486,"C0001,C0014,C0026"
1486,A1487,"C0001,C0014,C0089"
1487,A1488,"C0001,C0054,C0031"
1488,A1489,"C0001,C0054,C0107"
1489,A1490,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
1490,A1491,"C0001,C0014,C0061"
1491,A1492,"C0001,C0008,C0053"
1492,A1493,"C0001,C0016,C0092,C0142"
1493,A1494,"C0001,C0016,C0033,C0127"
1494,A1495,"C0001,C0016,C0028,C0141"
1495,A1496,"C0001,C0008,C0065"
1496,A1497,"C0001,C0054,C0056"
1497,A1498,"C0001,C0016,C0028,C0135"
1498,A1499,"C0001,C0006,C0098"
1499,A1500,"C0001,C0006,C0050"
1500,A1501,"C0001,C0011,C0073"
1501,A1502,"C0001,C0014,C0094"
1502,A1503,"C0001,C0016,C0028,C0120"
1503,A1504,"C0001,C0005,C0001,C0008,C0064"
1504,A1505,"C0001,C0054,C0055"
1505,A1506,"C0001,C0054,C0039"
1506,A1507,"C0001,C0054,C0039"
1507,A1508,"C0001,C0003,C0048"
1508,A1509,"C0001,C0003,C0030"
1509,A1510,"C0001,C0025,C0025"
1510,A1511,"C0001,C0005,C0001,C0008,C0053,C0130"
1511,A1512,"C0001,C0016,C0033,C0133"
1512,A1513,"C0001,C0009,C0076"
1513,A1514,"C0001,C0016,C0028,C0120"
1514,A1515,"C0001,C0054,C0112"
1515,A1516,"C0001,C0015,C0104"
1516,A1517,"C0001,C0009,C0096,C0001,C0015,C0101"
1517,A1518,"C0001,C0009,C0096"
1518,A1519,"C0001,C0006,C0098"
1519,A1520,"C0001,C0016,C0028,C0136"
1520,A1521,"C0001,C0054,C0056"
1521,A1522,"C0001,C0008,C0058"
1522,A1523,"C0001,C0008,C0058"
1523,A1524,"C0001,C0008,C0058"
1524,A1525,"C0001,C0008,C0058"
1525,A1526,"C0001,C0008,C0058"
1526,A1527,"C0001,C0008,C0058"
1527,A1528,"C0001,C0008,C0058"
1528,A1529,"C0001,C0016,C0028,C0120"
1529,A1530,"C0001,C0008,C0053"
1530,A1531,"C0001,C0015,C0083,C0001,C0015,C0101"
1531,A1532,"C0001,C0011,C0070"
1532,A1533,"C0001,C0011,C0072"
1533,A1534,"C0001,C0008,C0088"
1534,A1535,"C0001,C0008,C0035,C0001,C0008,C0084"
1535,A1536,"C0001,C0010,C0041"
1536,A1537,"C0001,C0009,C0029,C0123,C0001,C0014,C0069"
1537,A1538,"C0001,C0008,C0085"
1538,A1539,"C0001,C0006,C0098"
1539,A1540,"C0001,C0011,C0059"
1540,A1541,"C0001,C0016,C0028,C0141"
1541,A1542,"C0001,C0014,C0108"
1542,A1543,"C0001,C0016,C0033,C0127"
1543,A1544,"C0001,C0013,C0080"
1544,A1545,"C0001,C0054,C0056"
1545,A1546,"C0001,C0016,C0033,C0126,C0001,C0016,C0028,C0135"
1546,A1547,"C0001,C0013,C0082"
1547,A1548,"C0001,C0009,C0020,C0001,C0015,C0083"
1548,A1549,"C0001,C0054,C0056"
1549,A1550,"C0001,C0054,C0107"
1550,A1551,"C0001,C0054,C0107"
1551,A1552,"C0001,C0016,C0092,C0134"
1552,A1553,"C0001,C0009,C0023"
1553,A1554,"C0001,C0008,C0058,C0001,C0016,C0028,C0141"
1554,A1555,"C0001,C0016,C0033,C0126"
1555,A1556,"C0001,C0054,C0107"
1556,A1557,"C0001,C0054,C0055"
1557,A1558,"C0001,C0006,C0024"
1558,A1559,"C0001,C0010,C0038"
1559,A1560,"C0001,C0006,C0050,C0001,C0006,C0098"
1560,A1561,"C0001,C0006,C0050,C0001,C0006,C0105"
1561,A1562,"C0001,C0008,C0066"
1562,A1563,"C0001,C0004,C0052,C0001,C0016,C0092,C0134"
1563,A1564,"C0001,C0008,C0066"
1564,A1565,"C0001,C0009,C0086"
1565,A1566,"C0001,C0016,C0028,C0137"
1566,A1567,"C0001,C0014,C0089"
1567,A1568,"C0001,C0012"
1568,A1569,"C0001,C0005,C0001,C0008,C0053,C0130"
1569,A1570,"C0001,C0009,C0086"
1570,A1571,"C0001,C0014,C0069"
1571,A1572,"C0001,C0014,C0090"
1572,A1573,"C0001,C0009,C0029,C0124,C0001,C0014,C0069"
1573,A1574,"C0001,C0009,C0029,C0121,C0001,C0014,C0068"
1574,A1575,"C0001,C0006,C0024"
1575,A1576,"C0001,C0014,C0102"
1576,A1577,"C0001,C0014,C0026"
1577,A1578,"C0001,C0016,C0033,C0127"
1578,A1579,"C0001,C0006,C0024"
1579,A1580,"C0001,C0011,C0087"
1580,A1581,"C0001,C0008,C0053"
1581,A1582,"C0001,C0014,C0068"
1582,A1583,"C0001,C0014,C0114"
1583,A1584,"C0001,C0014,C0114"
1584,A1585,"C0001,C0009,C0060"
1585,A1586,"C0001,C0014,C0117"
1586,A1587,"C0001,C0014,C0089"
1587,A1588,"C0001,C0014,C0094"
1588,A1589,"C0001,C0014,C0094"
1589,A1590,"C0001,C0014,C0068"
1590,A1591,"C0001,C0014,C0068"
1591,A1592,"C0001,C0008,C0018"
1592,A1593,"C0001,C0008,C0032,C0125,C0001,C0005"
1593,A1594,"C0001,C0054,C0109"
1594,A1595,"C0001,C0005,C0001,C0008,C0064"
1595,A1596,"C0001,C0009,C0060"
1596,A1597,"C0001,C0008,C0022"
1597,A1598,"C0001,C0011,C0070"
1598,A1599,"C0001,C0008,C0066"
1599,A1600,"C0001,C0014,C0090"
1600,A1601,No_Category
1601,A1602,"C0001,C0016,C0028,C0136"
1602,A1603,"C0001,C0054,C0056"
1603,A1604,"C0001,C0016,C0028,C0136"
1604,A1605,"C0001,C0016,C0092,C0142"
1605,A1606,"C0001,C0008,C0053"
1606,A1607,"C0001,C0010,C0038"
1607,A1608,"C0001,C0004,C0095"
1608,A1609,"C0001,C0012"
1609,A1610,"C0001,C0016,C0028,C0140"
1610,A1611,"C0001,C0011,C0070"
1611,A1612,"C0001,C0016,C0028,C0140"
1612,A1613,"C0001,C0014,C0117"
1613,A1614,"C0001,C0009,C0020"
1614,A1615,"C0001,C0010,C0041"
1615,A1616,"C0001,C0010,C0115"
1616,A1617,"C0001,C0010,C0115"
1617,A1618,"C0001,C0010,C0038,C0001,C0010,C0106"
1618,A1619,"C0001,C0008,C0018,C0118,C0001,C0005"
1619,A1620,"C0001,C0008,C0018"
1620,A1621,"C0001,C0016,C0033,C0127"
1621,A1622,"C0001,C0008,C0032,C0125,C0001,C0005"
1622,A1623,"C0001,C0016,C0028,C0120"
1623,A1624,"C0001,C0016,C0092,C0142"
1624,A1625,"C0001,C0008,C0066"
1625,A1626,"C0001,C0016,C0028,C0141"
1626,A1627,"C0001,C0014,C0027,C0001,C0014,C0051"
1627,A1628,"C0001,C0009,C0029"
1628,A1629,"C0001,C0016,C0028,C0128"
1629,A1630,"C0001,C0016,C0033,C0127"
1630,A1631,"C0001,C0008,C0111"
1631,A1632,"C0001,C0054,C0057"
1632,A1633,"C0001,C0012"
1633,A1634,"C0001,C0015,C0046"
1634,A1635,"C0001,C0008,C0062"
1635,A1636,"C0001,C0016,C0028,C0136"
1636,A1637,"C0001,C0008,C0062"
1637,A1638,"C0001,C0013,C0082"
1638,A1639,"C0001,C0054,C0100"
1639,A1640,"C0001,C0004,C0021"
1640,A1641,"C0001,C0054,C0100"
1641,A1642,"C0001,C0016,C0092,C0134"
1642,A1643,"C0001,C0016,C0092,C0142"
1643,A1644,"C0001,C0006,C0050"
1644,A1645,"C0001,C0006,C0050"
1645,A1646,"C0001,C0006,C0098"
1646,A1647,"C0001,C0016,C0028,C0137"
1647,A1648,"C0001,C0016,C0092,C0129"
1648,A1649,"C0001,C0014,C0102"
1649,A1650,"C0001,C0005,C0001,C0008,C0065,C0139"
1650,A1651,"C0001,C0016,C0028,C0137"
1651,A1652,"C0001,C0004,C0044"
1652,A1653,"C0001,C0054,C0100"
1653,A1654,"C0001,C0006,C0098"
1654,A1655,"C0001,C0016,C0028,C0132"
1655,A1656,"C0001,C0016,C0028,C0132"
1656,A1657,"C0001,C0008,C0053"
1657,A1658,"C0001,C0014,C0068"
1658,A1659,"C0001,C0008,C0053"
1659,A1660,"C0001,C0016,C0028,C0120"
1660,A1661,"C0001,C0008,C0058"
1661,A1662,"C0001,C0008,C0018"
1662,A1663,"C0001,C0008,C0062"
1663,A1664,"C0001,C0008,C0053"
1664,A1665,"C0001,C0008,C0085"
1665,A1666,"C0001,C0008,C0066"
1666,A1667,"C0001,C0008,C0063"
1667,A1668,"C0001,C0008,C0066"
1668,A1669,"C0001,C0012"
1669,A1670,"C0001,C0014,C0074"
1670,A1671,"C0001,C0014,C0069"
1671,A1672,"C0001,C0014,C0077,C0001,C0009,C0116"
1672,A1673,"C0001,C0014,C0117"
1673,A1674,"C0001,C0014,C0117"
1674,A1675,"C0001,C0014,C0102"
1675,A1676,"C0001,C0014,C0114"
1676,A1677,"C0001,C0011,C0093,C0001,C0014,C0117"
1677,A1678,"C0001,C0009,C0029,C0123,C0001,C0014,C0079"
1678,A1679,"C0001,C0014,C0079"
1679,A1680,"C0001,C0009,C0029,C0123,C0001,C0014,C0079"
1680,A1681,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
1681,A1682,"C0001,C0014,C0077"
1682,A1683,"C0001,C0009,C0029,C0124,C0001,C0014,C0079"
1683,A1684,"C0001,C0009,C0029,C0124,C0001,C0014,C0079"
1684,A1685,"C0001,C0014,C0114"
1685,A1686,"C0001,C0014,C0114"
1686,A1687,"C0001,C0008,C0032"
1687,A1688,"C0001,C0005,C0001,C0008,C0053,C0130"
1688,A1689,"C0001,C0014,C0117"
1689,A1690,"C0001,C0014,C0114"
1690,A1691,"C0001,C0009,C0076,C0001,C0009,C0096,C0001,C0015,C0101"
1691,A1692,"C0001,C0011,C0070"
1692,A1693,"C0001,C0009,C0099"
1693,A1694,"C0001,C0016,C0033,C0127"
1694,A1695,"C0001,C0005,C0001,C0008,C0053,C0130"
1695,A1696,"C0001,C0009,C0086"
1696,A1697,"C0001,C0008,C0018,C0118,C0001,C0005"
1697,A1698,"C0001,C0015,C0103"
1698,A1699,"C0001,C0008,C0053"
1699,A1700,"C0001,C0016,C0028,C0137"
1700,A1701,"C0001,C0016,C0028,C0141"
1701,A1702,"C0001,C0016,C0028,C0137"
1702,A1703,"C0001,C0008,C0063"
1703,A1704,"C0001,C0016,C0028,C0128"
1704,A1705,"C0001,C0014,C0108"
1705,A1706,"C0001,C0016,C0028,C0137"
1706,A1707,"C0001,C0014,C0089,C0001,C0011,C0093"
1707,A1708,"C0001,C0009,C0023,C0001,C0006,C0024"
1708,A1709,"C0001,C0008,C0058"
1709,A1710,"C0001,C0008,C0085"
1710,A1711,"C0001,C0008,C0035"
1711,A1712,"C0001,C0008,C0063"
1712,A1713,"C0001,C0016,C0033,C0138"
1713,A1714,"C0001,C0006,C0050"
1714,A1715,"C0001,C0013,C0082"
1715,A1716,"C0001,C0003,C0037"
1716,A1717,"C0001,C0054,C0100,C0001,C0054,C0107"
1717,A1718,"C0001,C0016,C0092,C0142"
1718,A1719,"C0001,C0016,C0092,C0142"
1719,A1720,"C0001,C0016,C0092,C0142"
1720,A1721,"C0001,C0016,C0092,C0142"
1721,A1722,"C0001,C0004,C0095"
1722,A1723,"C0001,C0008,C0058"
1723,A1724,"C0001,C0004,C0052"
1724,A1725,"C0001,C0008,C0035,C0001,C0004,C0052"
1725,A1726,"C0001,C0003,C0048"
1726,A1727,"C0001,C0011,C0113"
1727,A1728,"C0001,C0016,C0092,C0142"
1728,A1729,"C0001,C0009,C0029,C0121"
1729,A1730,"C0001,C0014,C0051"
1730,A1731,"C0001,C0010,C0115"
1731,A1732,"C0001,C0054,C0057"
1732,A1733,"C0001,C0008,C0062"
1733,A1734,"C0001,C0015,C0046"
1734,A1735,"C0001,C0016,C0033,C0127"
1735,A1736,"C0001,C0016,C0033,C0126"
1736,A1737,"C0001,C0003,C0048"
1737,A1738,"C0001,C0016,C0028,C0120"
1738,A1739,"C0001,C0016,C0028,C0120"
1739,A1740,"C0001,C0008,C0018"
1740,A1741,"C0001,C0016,C0028,C0136"
1741,A1742,"C0001,C0008,C0085"
1742,A1743,"C0001,C0054,C0055"
1743,A1744,"C0001,C0010,C0115"
1744,A1745,"C0001,C0016,C0028,C0120"
1745,A1746,"C0001,C0014,C0094"
1746,A1747,"C0001,C0014,C0097"
1747,A1748,"C0001,C0016,C0028,C0137"
1748,A1749,"C0001,C0016,C0028,C0141"
1749,A1750,"C0001,C0008,C0053"
1750,A1751,"C0001,C0014,C0074"
1751,A1752,"C0001,C0004,C0095"
1752,A1753,"C0001,C0004,C0095"
1753,A1754,"C0001,C0008,C0085"
1754,A1755,"C0001,C0008,C0062"
1755,A1756,"C0001,C0008,C0085"
1756,A1757,"C0001,C0006,C0024,C0001,C0006,C0098"
1757,A1758,"C0001,C0006,C0024,C0001,C0006,C0098"
1758,A1759,"C0001,C0008,C0085"
1759,A1760,"C0001,C0054,C0109"
1760,A1761,"C0001,C0054,C0112"
1761,A1762,"C0001,C0008,C0078"
1762,A1763,"C0001,C0009,C0099"
1763,A1764,"C0001,C0054,C0056"
1764,A1765,"C0001,C0011,C0073"
1765,A1766,"C0001,C0016,C0092,C0134"
1766,A1767,"C0001,C0016,C0028,C0137"
1767,A1768,"C0001,C0016,C0028,C0136"
1768,A1769,"C0001,C0054,C0055"
1769,A1770,"C0001,C0016,C0028,C0120"
1770,A1771,"C0001,C0008,C0064"
1771,A1772,"C0001,C0016,C0028,C0120"
1772,A1773,"C0001,C0009,C0029,C0001,C0004,C0095"
1773,A1774,"C0001,C0016,C0028,C0120"
1774,A1775,"C0001,C0016,C0092,C0142"
1775,A1776,"C0001,C0016,C0028,C0120"
1776,A1777,"C0001,C0016,C0028,C0120"
1777,A1778,"C0001,C0008,C0058"
1778,A1779,"C0001,C0008,C0111"
1779,A1780,"C0001,C0009,C0020"
1780,A1781,"C0001,C0009,C0020,C0001,C0006,C0024"
1781,A1782,"C0001,C0016,C0092,C0142"
1782,A1783,"C0001,C0008,C0085"
1783,A1784,"C0001,C0008,C0058"
1784,A1785,"C0001,C0016,C0028,C0120"
1785,A1786,"C0001,C0016,C0028,C0120"
1786,A1787,"C0001,C0006,C0024"
1787,A1788,"C0001,C0008,C0063"
1788,A1789,"C0001,C0016,C0092,C0142"
1789,A1790,"C0001,C0016,C0028,C0136"
1790,A1791,"C0001,C0016,C0028,C0136"
1791,A1792,"C0001,C0016,C0028,C0137"
1792,A1793,"C0001,C0015,C0103"
1793,A1794,"C0001,C0005,C0001,C0008,C0053,C0130"
1794,A1795,"C0001,C0009,C0096"
1795,A1796,"C0001,C0015,C0083"
1796,A1797,"C0001,C0016,C0028,C0120"
1797,A1798,"C0001,C0008,C0035"
1798,A1799,"C0001,C0005,C0001,C0008,C0085"
1799,A1800,"C0001,C0014,C0108"
1800,A1801,"C0001,C0014,C0069"
1801,A1802,"C0001,C0013,C0082"
1802,A1803,"C0001,C0054,C0055"
1803,A1804,"C0001,C0008,C0032,C0125,C0001,C0005"
1804,A1805,"C0001,C0016,C0028,C0137"
1805,A1806,"C0001,C0012"
1806,A1807,"C0001,C0014,C0114"
1807,A1808,"C0001,C0008,C0032,C0125,C0001,C0005"
1808,A1809,"C0001,C0005,C0001,C0008,C0064"
1809,A1810,"C0001,C0008,C0062"
