,Code,Article
1863,A1864,Harold_Macmillan
1864,A1865,Harold_Wilson
1865,A1866,Harrier_Hawk
1866,A1867,Harry_Potter
1867,A1868,Harry_S._Truman
1868,A1869,Harvest
1869,A1870,Hasekura_Tsunenaga
1870,A1871,Hassium
1871,A1872,Hatshepsut
1872,A1873,Hawaiian_Goose
1873,A1874,Hawfinch
1874,A1875,Hawk
1875,A1876,Hawk-Eye
1876,A1877,Hawking_radiation
1877,A1878,Health
1878,A1879,Heard_Island_and_McDonald_Islands
1879,A1880,Heat
1880,A1881,Hebrew_calendar
1881,A1882,Hebrew_language
1882,A1883,Hebrides
1883,A1884,Heilbronn
1884,A1885,Helen
1885,A1886,Helen_Gandy
1886,A1887,Helicobacter_pylori
1887,A1888,Heliocentrism
1888,A1889,Helium
1889,A1890,Hellenistic_Greece
1890,A1891,Hello_Garci_scandal
1891,A1892,Helmeted_Guineafowl
1892,A1893,Helsinki
1893,A1894,Henipavirus
1894,A1895,Henri_Matisse
1895,A1896,Henrik_Ibsen
1896,A1897,Henry_David_Thoreau
1897,A1898,Henry_Fonda
1898,A1899,Henry_Ford
1899,A1900,Henry_H._Rogers
1900,A1901,Henry_III_of_England
1901,A1902,Henry_II_of_England
1902,A1903,Henry_IV_of_England
1903,A1904,Henry_I_of_England
1904,A1905,Henry_James
1905,A1906,Henry_Moore
1906,A1907,Henry_Morrison_Flagler
1907,A1908,Henry_Morton_Stanley
1908,A1909,Henry_Purcell
1909,A1910,Henry_Rollins
1910,A1911,Henry_VIII_of_England
1911,A1912,Henry_VII_of_England
1912,A1913,Henry_VI_of_England
1913,A1914,Henry_V_of_England
1914,A1915,Henry_Wood_(conductor)
1915,A1916,Hepatocellular_carcinoma
1916,A1917,Hepatorenal_syndrome
1917,A1918,Heracles
1918,A1919,Heraclius
1919,A1920,Heraldry
1920,A1921,Herbert_Hoover
1921,A1922,Herbig-Haro_object
1922,A1923,Herbivore
1923,A1924,Hermann_Maier
1924,A1925,Hernán_Cortés
1925,A1926,Hero_of_Ukraine
1926,A1927,Hero_of_the_Russian_Federation
1927,A1928,Herodotus
1928,A1929,Heron
1929,A1930,Herrerasaurus
1930,A1931,Herring_Gull
1931,A1932,Hey_Jude
1932,A1933,Hickman's_potentilla
1933,A1934,High_German_consonant_shift
1934,A1935,Hilda_of_Whitby
1935,A1936,Himalayas
1936,A1937,Himno_Nacional_Mexicano
1937,A1938,Hindi
1938,A1939,Hinduism
1939,A1940,Hip_hop_music
1940,A1941,Hippocrates
1941,A1942,Hippopotamus
1942,A1943,Hiroh_Kikai
1943,A1944,Hirohito
1944,A1945,History
1945,A1946,History_of_Alaska
1946,A1947,History_of_Anglo-Saxon_England
1947,A1948,History_of_Arizona
1948,A1949,History_of_Buddhism
1949,A1950,History_of_Burnside
1950,A1951,History_of_Cape_Colony_from_1806_to_1870
1951,A1952,History_of_Cape_Colony_from_1870_to_1899
1952,A1953,History_of_Central_Asia
1953,A1954,History_of_Earth
1954,A1955,History_of_Greece
1955,A1956,History_of_Greenland
1956,A1957,History_of_Limerick
1957,A1958,"History_of_Louisville,_Kentucky"
1958,A1959,"History_of_Miami,_Florida"
1959,A1960,History_of_New_Jersey
1960,A1961,History_of_Northwest_Territories_capital_cities
1961,A1962,History_of_Poland_(1945–1989)
1962,A1963,History_of_Portugal_(1777–1834)
1963,A1964,History_of_Puerto_Rico
1964,A1965,History_of_Russia
1965,A1966,History_of_Singapore
1966,A1967,History_of_Solidarity
1967,A1968,History_of_South_Africa
1968,A1969,History_of_South_Africa_in_the_apartheid_era
1969,A1970,History_of_South_Carolina
1970,A1971,History_of_Wikipedia
1971,A1972,History_of_computing_hardware
1972,A1973,History_of_democracy
1973,A1974,History_of_education
1974,A1975,History_of_merit_badges_(Boy_Scouts_of_America)
1975,A1976,History_of_nuclear_weapons
1976,A1977,History_of_painting
1977,A1978,History_of_post-Soviet_Russia
1978,A1979,History_of_saffron
1979,A1980,History_of_science
1980,A1981,History_of_slavery
1981,A1982,History_of_the_Australian_Capital_Territory
1982,A1983,History_of_the_Grand_Canyon_area
1983,A1984,History_of_the_Internet
1984,A1985,History_of_the_Netherlands
1985,A1986,History_of_the_Panama_Canal
1986,A1987,History_of_the_Portuguese_Communist_Party
1987,A1988,History_of_the_Royal_Australian_Navy
1988,A1989,History_of_the_West_Indian_cricket_team
1989,A1990,History_of_the_world
1990,A1991,Ho_Chi_Minh
1991,A1992,Ho_Chi_Minh_City
1992,A1993,Holkham_Hall
1993,A1994,Hollandic
1994,A1995,Holmium
1995,A1996,Holy_Roman_Empire
1996,A1997,Homer
1997,A1998,Homestar_Runner
1998,A1999,Homo_floresiensis
1999,A2000,Honduras
2000,A2001,Honey
2001,A2002,Honey_bee
2002,A2003,Hong_Kong
2003,A2004,Hoover_Dam
2004,A2005,Hopman_Cup
2005,A2006,"Horatio_Nelson,_1st_Viscount_Nelson"
2006,A2007,Horn_of_Africa
2007,A2008,Horse
2008,A2009,Hot_air_balloon
2009,A2010,House
2010,A2011,House_Martin
2011,A2012,House_Sparrow
2012,A2013,House_of_Lords
2013,A2014,Household_income_in_the_United_States
2014,A2015,"Houston,_Texas"
2015,A2016,Hovercraft
2016,A2017,Howards_End
2017,A2018,Howland_Island
2018,A2019,Hrafnkels_saga
2019,A2020,Hubbard_Glacier
2020,A2021,Hubble's_law
2021,A2022,Hubble_Deep_Field
2022,A2023,Hubble_Space_Telescope
2023,A2024,Hudson_Bay
2024,A2025,Hugo_Wolf
2025,A2026,Human
2026,A2027,Human_abdomen
2027,A2028,Human_dignity
2028,A2029,Human_rights
2029,A2030,Humanism
2030,A2031,Humanities
2031,A2032,Humbert_Roque_Versace
2032,A2033,Humour
2033,A2034,Humpback_Whale
2034,A2035,Humphry_Davy
2035,A2036,Humus
2036,A2037,Hundred_Years'_War
2037,A2038,Hungary
2038,A2039,Hunger
2039,A2040,Huntington's_disease
2040,A2041,Hurricane_Alex_(2004)
2041,A2042,Hurricane_Andrew
2042,A2043,Hurricane_Camille
2043,A2044,Hurricane_Charley
2044,A2045,Hurricane_Danny_(1997)
2045,A2046,Hurricane_David
2046,A2047,Hurricane_Dennis
2047,A2048,Hurricane_Edouard_(1996)
2048,A2049,Hurricane_Epsilon_(2005)
2049,A2050,Hurricane_Felix_(1995)
2050,A2051,Hurricane_Floyd
2051,A2052,Hurricane_Georges
2052,A2053,Hurricane_Gloria
2053,A2054,Hurricane_Ivan
2054,A2055,Hurricane_John_(1994)
2055,A2056,Hurricane_John_(2006)
2056,A2057,Hurricane_Katrina
2057,A2058,Hurricane_Lenny
2058,A2059,Hurricane_Marty_(2003)
2059,A2060,Hurricane_Mitch
2060,A2061,Hurricane_Philippe_(2005)
2061,A2062,Hurricane_Vince_(2005)
2062,A2063,Husein_Gradaščević
2063,A2064,Hutu
2064,A2065,"Hyde_Park,_London"
2065,A2066,Hydrochloric_acid
2066,A2067,Hydrogen
2067,A2068,Hydrogen_peroxide
2068,A2069,Hydrology
2069,A2070,Hyena
2070,A2071,Hymenoptera
2071,A2072,Hypsilophodon
2072,A2073,IG_Farben_Building
2073,A2074,IPod
2074,A2075,ITunes
2075,A2076,I_Ching
2076,A2077,I_Want_to_Hold_Your_Hand
2077,A2078,Ibn_Battuta
2078,A2079,Ice
2079,A2080,Ice_age
2080,A2081,Ice_hockey
2081,A2082,Ice_sheet
2082,A2083,Iceland
2083,A2084,Iceland_hotspot
2084,A2085,Ichthyosaur
2085,A2086,Idit_Harel_Caperton
2086,A2087,Idolatry
2087,A2088,Igneous_rock
2088,A2089,Igor_Stravinsky
2089,A2090,Iguanodon
2090,A2091,Ike_Altgens
2091,A2092,Imagism
2092,A2093,Immanuel_Kant
2093,A2094,Imperative_programming
2094,A2095,Imperial_Japanese_Navy
2095,A2096,Impressionism
2096,A2097,Inca_Empire
2097,A2098,Income_disparity
2098,A2099,India
2099,A2100,Indian_Institutes_of_Technology
2100,A2101,Indian_Ocean
2101,A2102,Indian_Peafowl
2102,A2103,Indian_Railways
2103,A2104,Indian_Standard_Time
2104,A2105,Indian_cricket_team
2105,A2106,Indian_independence_movement
2106,A2107,Indira_Gandhi
2107,A2108,Indium
2108,A2109,Indo-Greek_Kingdom
2109,A2110,Indonesia
2110,A2111,Indonesian_language
2111,A2112,Indricotherium
2112,A2113,Inductance
2113,A2114,Indus_River
2114,A2115,Indus_Valley_Civilization
2115,A2116,Industrial_Revolution
2116,A2117,Industry
2117,A2118,Information
2118,A2119,Infrastructure
2119,A2120,Inner_Hebrides
2120,A2121,Insect
2121,A2122,Insulin
2122,A2123,Integrated_circuit
2123,A2124,Intel_Corporation
2124,A2125,Intelligence
2125,A2126,InterBase
2126,A2127,International_Court_of_Justice
2127,A2128,International_English
2128,A2129,International_Red_Cross_and_Red_Crescent_Movement
2129,A2130,International_Space_Station
2130,A2131,International_human_rights_instruments
2131,A2132,International_law
2132,A2133,Internet
2133,A2134,Internet_Explorer
2134,A2135,Interpol
2135,A2136,Introduction_to_special_relativity
2136,A2137,Invasion
2137,A2138,Invasion_of_Grenada
2138,A2139,Invasive_species
2139,A2140,Invertebrate
2140,A2141,Investment_banking
2141,A2142,Iodine
2142,A2143,Iowa_class_battleship
2143,A2144,Ipswich
2144,A2145,Iran
2145,A2146,Iranian_peoples
2146,A2147,Iraq
2147,A2148,Iraq_War
2148,A2149,Iraq_and_weapons_of_mass_destruction
2149,A2150,Ireland
2150,A2151,Ireland_King_of_Arms
2151,A2152,Iridium
2152,A2153,Irish_Sea
2153,A2154,Irish_people
2154,A2155,Irish_poetry
2155,A2156,Irish_theatre
2156,A2157,Iron
2157,A2158,Iron(III)_chloride
2158,A2159,Iron_Age
2159,A2160,Iron_Maiden
2160,A2161,Iron_Mike
2161,A2162,Irrigation
2162,A2163,Isaac
2163,A2164,Isaac_Asimov
2164,A2165,Isaac_Brock
2165,A2166,Isaac_Newton
2166,A2167,Isambard_Kingdom_Brunel
2167,A2168,Isan
2168,A2169,Ishango_bone
2169,A2170,Isis
2170,A2171,Islam
2171,A2172,Islamic_republic
2172,A2173,Island_Fox
2173,A2174,Isle_of_Man
2174,A2175,Isle_of_Wight
2175,A2176,Isles_of_Scilly
2176,A2177,Isospin
2177,A2178,Israel
2178,A2179,Issyk_Kul
2179,A2180,Istanbul
2180,A2181,Italian_Renaissance
2181,A2182,Italian_War_of_1521
2182,A2183,Italo_disco
2183,A2184,Italy
2184,A2185,Ivan_IV_of_Russia
2185,A2186,Ivory
2186,A2187,Ivory-billed_Woodpecker
2187,A2188,Jórvík
2188,A2189,Józef_Piłsudski
2189,A2190,J._J._Thomson
2190,A2191,J._K._Rowling
2191,A2192,J._M._W._Turner
2192,A2193,J._R._R._Tolkien
2193,A2194,J._S._Fry_&_Sons
2194,A2195,Jack_Kerouac
2195,A2196,Jackal
2196,A2197,Jackanory
2197,A2198,Jackdaw
2198,A2199,Jackie_Robinson
2199,A2200,Jacob_Riis
2200,A2201,Jacobite_rising
2201,A2202,Jacques-Louis_David
2202,A2203,Jacques_Cartier
2203,A2204,Jakarta
2204,A2205,Jake_Gyllenhaal
2205,A2206,Jamaica
2206,A2207,James_Bond
2207,A2208,James_Buchanan
2208,A2209,James_Callaghan
2209,A2210,James_Clerk_Maxwell
2210,A2211,James_Cook
2211,A2212,James_D._Watson
2212,A2213,James_Garfield
2213,A2214,James_II_of_England
2214,A2215,James_I_of_England
2215,A2216,James_Joyce
2216,A2217,James_K._Polk
2217,A2218,James_Lovelock
2218,A2219,James_Monroe
2219,A2220,James_Stewart_(actor)
2220,A2221,"James_T._Aubrey,_Jr."
2221,A2222,James_Watt
2222,A2223,Jan_Mayen
2223,A2224,Jane_Austen
2224,A2225,Jane_Eyre
2225,A2226,Jane_Fonda
2226,A2227,Japan
2227,A2228,Japanese_grammar
2228,A2229,Japanese_war_crimes
2229,A2230,Japanese_yen
2230,A2231,Jarvis_Island
2231,A2232,Jaws_(film)
2232,A2233,Jazz
2233,A2234,Jean-Jacques_Rousseau
2234,A2235,Jean_Charles_de_Menezes
2235,A2236,Jehovah
2236,A2237,Jerry_Fodor
2237,A2238,Jersey
2238,A2239,Jersey_Zoological_Park
2239,A2240,Jerusalem
2240,A2241,Jesse_Owens
2241,A2242,Jesus
2242,A2243,Jet_Set_Willy
2243,A2244,Jet_engine
2244,A2245,Jew
2245,A2246,Jewellery
2246,A2247,Jiaogulan
2247,A2248,Jimmy_Carter
2248,A2249,Jimmy_Wales
2249,A2250,Joan_of_Arc
2250,A2251,Jocelin
2251,A2252,Joel_Brand
2252,A2253,Johann_Pachelbel
2253,A2254,Johann_Sebastian_Bach
2254,A2255,Johann_Wolfgang_Goethe
2255,A2256,Johannes_Gutenberg
2256,A2257,Johannes_Kepler
2257,A2258,Johannes_Ockeghem
2258,A2259,Johannesburg
2259,A2260,John_A.T._Robinson
2260,A2261,John_Adams
2261,A2262,John_Bull_(locomotive)
2262,A2263,John_Cabot
2263,A2264,John_Calvin
2264,A2265,John_Constable
2265,A2266,John_Dee
2266,A2267,John_F._Kennedy
2267,A2268,John_F._Kennedy_assassination
2268,A2269,John_Flamsteed
2269,A2270,John_Henninger_Reagan
2270,A2271,John_Howard
2271,A2272,John_Locke
2272,A2273,John_Logie_Baird
2273,A2274,John_Marshall
2274,A2275,John_Maynard_Keynes
2275,A2276,John_McEnroe
2276,A2277,John_Millington_Synge
2277,A2278,John_Milton
2278,A2279,John_Pershing
2279,A2280,"John_Seigenthaler,_Sr."
2280,A2281,John_Sentamu
2281,A2282,John_Tyler
2282,A2283,John_Vanbrugh
2283,A2284,John_W._Campbell
2284,A2285,John_W._Johnston
2285,A2286,John_of_England
2286,A2287,John_von_Neumann
2287,A2288,Johnny_Appleseed
2288,A2289,Johnston_Atoll
2289,A2290,Jomsvikings
2290,A2291,Jonah_Lomu
2291,A2292,Jonathan_Wild
2292,A2293,Jordan
2293,A2294,Jordan_River
2294,A2295,Jordanhill_railway_station
2295,A2296,Jorge_Luis_Borges
2296,A2297,Joseph_Haydn
2297,A2298,Joseph_Stalin
2298,A2299,Joseph_and_the_Amazing_Technicolor_Dreamcoat
2299,A2300,Josephus
2300,A2301,Juan_Sebastián_Elcano
2301,A2302,Judaism
2302,A2303,Juice
2303,A2304,Julius_Caesar
2304,A2305,Julius_and_Ethel_Rosenberg
2305,A2306,July_2006_Java_earthquake
2306,A2307,Jump_rope
2307,A2308,Juniper_berry
2308,A2309,Jupiter
2309,A2310,Jupiter_(mythology)
2310,A2311,Jurassic
2311,A2312,Juvenile_delinquency
2312,A2313,Jyllands-Posten_Muhammad_cartoons_controversy
2313,A2314,Kīlauea
2314,A2315,Kaffir_lime
2315,A2316,Kakapo
2316,A2317,Kakariki
2317,A2318,Kangaroo
2318,A2319,"Kansas_City,_Missouri"
2319,A2320,Karachi
2320,A2321,Kargil_War
2321,A2322,Karikkoselkä
2322,A2323,Karl_Benz
2323,A2324,Karl_Marx
2324,A2325,Karl_Popper
2325,A2326,Kashmir_region
2326,A2327,Katana
2327,A2328,Katyn_massacre
2328,A2329,Kazakhstan
2329,A2330,Keira_Knightley
2330,A2331,Kenya
2331,A2332,Kerala
2332,A2333,Kestrel
2333,A2334,Keurusselkä
2334,A2335,Kevin_Spacey
2335,A2336,Khan_Wali_Khan
2336,A2337,Khartoum
2337,A2338,Khazars
2338,A2339,Khudai_Khidmatgar
2339,A2340,Kidnapped_(novel)
2340,A2341,Kiev
2341,A2342,Kigali
2342,A2343,Kigo
2343,A2344,King_Arthur
2344,A2345,King_Kong_(1933_film)
2345,A2346,King_Kong_(2005_film)
2346,A2347,Kingman_Reef
2347,A2348,Kipchaks_in_Georgia
2348,A2349,Kiribati
2349,A2350,Kite_(bird)
2350,A2351,Kitsch
2351,A2352,Klinefelter's_syndrome
2352,A2353,Knights_of_Columbus
2353,A2354,Kochi_(India)
2354,A2355,Kofi_Annan
2355,A2356,Kohlberg's_stages_of_moral_development
2356,A2357,Kolkata
2357,A2358,Konrad_Lorenz
2358,A2359,Kookaburra
2359,A2360,Korea
2360,A2361,Koryaksky
2361,A2362,Kosovo
2362,A2363,Krag-Jørgensen
2363,A2364,Krakatoa
2364,A2365,Krazy_Kat
2365,A2366,Krill
2366,A2367,Krypton
2367,A2368,Ku_Klux_Klan
2368,A2369,Kuala_Lumpur
2369,A2370,Kubla_Khan
2370,A2371,Kuiper_belt
2371,A2372,Kurt_Cobain
2372,A2373,Kuru_(disease)
2373,A2374,Kuwait
2374,A2375,Kuwait_City
2375,A2376,Kylie_Minogue
2376,A2377,Kyoto_Protocol
2377,A2378,Kyrgyzstan
2378,A2379,L._S._Lowry
2379,A2380,LANSA_Cuzco_Crash
2380,A2381,La_Grande_Armée
2381,A2382,La_Paz
2382,A2383,Labor_Day_Hurricane_of_1935
2383,A2384,Ladysmith_Black_Mambazo
2384,A2385,Lagos
2385,A2386,Laika
2386,A2387,Lake_Albert
2387,A2388,Lake_Baikal
2388,A2389,Lake_Burley_Griffin
2389,A2390,Lake_Chad
2390,A2391,Lake_District
2391,A2392,Lake_Edward
2392,A2393,Lake_Kariba
2393,A2394,Lake_Kivu
2394,A2395,Lake_Malawi
2395,A2396,Lake_Mead
2396,A2397,Lake_Powell
2397,A2398,Lake_Superior
2398,A2399,Lake_Tahoe
2399,A2400,Lake_Tanganyika
2400,A2401,Lake_Titicaca
2401,A2402,Lake_Toba
2402,A2403,Lake_Turkana
2403,A2404,Lake_Victoria
2404,A2405,Lake_Vostok
2405,A2406,Lance_Armstrong
2406,A2407,Lancia_Flaminia
2407,A2408,Land_(economics)
2408,A2409,Landform
2409,A2410,Landscape
2410,A2411,Language
2411,A2412,Lanthanum
2412,A2413,Laos
2413,A2414,Laozi
2414,A2415,Las_Palmas_de_Gran_Canaria
2415,A2416,"Las_Vegas,_Nevada"
2416,A2417,Last_Supper
2417,A2418,Latin
2418,A2419,Latin_America
2419,A2420,Latin_alphabet
2420,A2421,Latvia
2421,A2422,Laurence_Olivier
2422,A2423,Laurent_Fignon
2423,A2424,Lavender
2424,A2425,Law
2425,A2426,Lawn
2426,A2427,Lawrencium
2427,A2428,Laws_in_Wales_Acts_1535–1542
2428,A2429,Layla
2429,A2430,Lead
2430,A2431,Lead(II)_nitrate
2431,A2432,League_of_Nations
2432,A2433,Leaning_Tower_of_Pisa
2433,A2434,Lebanon
2434,A2435,Leeds
2435,A2436,Lego
2436,A2437,Leicester
2437,A2438,Leif_Ericson
2438,A2439,Leisure
2439,A2440,Lemon
2440,A2441,Lemon_balm
2441,A2442,Lemon_myrtle
2442,A2443,Lens_(anatomy)
2443,A2444,Leo_(constellation)
2444,A2445,Leo_Tolstoy
2445,A2446,Leon_Trotsky
2446,A2447,Leonardo_da_Vinci
2447,A2448,Leonhard_Euler
2448,A2449,Lerwick
2449,A2450,Lesotho
2450,A2451,Lesothosaurus
2451,A2452,Lettuce
2452,A2453,"Levee_failures_in_Greater_New_Orleans,_2005"
2453,A2454,Lhasa
2454,A2455,Liberal_Democrats
2455,A2456,Liberal_democracy
2456,A2457,Liberalism
2457,A2458,Liberia
2458,A2459,Libertarianism
2459,A2460,Library
2460,A2461,Library_of_Alexandria
2461,A2462,Library_of_Congress
2462,A2463,Libreville
2463,A2464,Libya
2464,A2465,Liechtenstein
2465,A2466,Life
2466,A2467,Light
2467,A2468,Lighthouse_of_Alexandria
2468,A2469,Lighting_designer
2469,A2470,Lightning_rod
2470,A2471,Lille
2471,A2472,Lilongwe
2472,A2473,Lima
2473,A2474,Limerick
2474,A2475,Lincoln_(automobile)
2475,A2476,Lincoln_Town_Car
2476,A2477,Lindisfarne_Gospels
2477,A2478,Linear_algebra
2478,A2479,Linguistics
2479,A2480,Link_(The_Legend_of_Zelda)
2480,A2481,Linnet
2481,A2482,Linus_Pauling
2482,A2483,Linus_Torvalds
2483,A2484,Linux
2484,A2485,Lion
2485,A2486,Lipid
2486,A2487,Liquid_crystal
2487,A2488,Lisbon
2488,A2489,List_of_African_countries
2489,A2490,List_of_Archbishops_of_Canterbury
2490,A2491,List_of_Asian_countries
2491,A2492,List_of_Canadian_provinces_and_territories_by_area
2492,A2493,List_of_European_Union_member_states_by_accession
2493,A2494,List_of_European_countries
2494,A2495,List_of_French_monarchs
2495,A2496,List_of_North_American_countries
2496,A2497,List_of_Oceanian_countries
2497,A2498,List_of_Prime_Ministers_of_the_United_Kingdom
2498,A2499,List_of_South_American_countries
2499,A2500,List_of_Test_cricket_triple_centuries
2500,A2501,List_of_U.S._states_by_date_of_statehood
2501,A2502,List_of_animal_welfare_groups
2502,A2503,List_of_areas_in_the_National_Park_System_of_the_United_States
2503,A2504,List_of_circulating_currencies
2504,A2505,List_of_countries
2505,A2506,List_of_countries_by_system_of_government
2506,A2507,List_of_elements_by_name
2507,A2508,List_of_essential_oils
2508,A2509,List_of_lakes
2509,A2510,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined
2510,A2511,List_of_minerals
2511,A2512,List_of_monarchs_in_the_British_Isles
2512,A2513,List_of_particles
2513,A2514,List_of_popes
2514,A2515,List_of_rivers_by_length
2515,A2516,List_of_sovereign_states
2516,A2517,List_of_universities_in_the_United_Kingdom
2517,A2518,List_of_vegetable_oils
2518,A2519,List_of_world's_largest_lakes
2519,A2520,Literacy
2520,A2521,Literature
2521,A2522,Lithium
2522,A2523,Lithium_aluminium_hydride
2523,A2524,Lithuania
2524,A2525,Little_Women
2525,A2526,Liverpool
2526,A2527,Liverpool_F.C.
2527,A2528,Liverpool_and_Manchester_Railway
2528,A2529,Llandudno
2529,A2530,Llywelyn_the_Great
2530,A2531,Local_community
2531,A2532,Local_government_in_the_United_Kingdom
2532,A2533,Loch
2533,A2534,Loch_Ness
2534,A2535,Logba_language
2535,A2536,Logic
2536,A2537,Logistics
2537,A2538,Lomé
2538,A2539,London
2539,A2540,London_Bridge
2540,A2541,London_Underground
2541,A2542,London_Zoo
2542,A2543,London_sewerage_system
2543,A2544,Lone_Wolf_(gamebooks)
2544,A2545,Long-billed_Vulture
2545,A2546,Long-tailed_Tit
2546,A2547,Long_pepper
2547,A2548,Longship
2548,A2549,Looney_Tunes
2549,A2550,Lope_de_Barrientos
2550,A2551,Lord's_Resistance_Army
2551,A2552,Lord_Voldemort
2552,A2553,"Los_Angeles,_California"
2553,A2554,Lost_(TV_series)
2554,A2555,Lothal
2555,A2556,Lottie_Dod
2556,A2557,Louis_Armstrong
2557,A2558,Louis_Freeh
2558,A2559,Louis_Jordan
2559,A2560,Louis_Pasteur
2560,A2561,Louis_XIV_of_France
2561,A2562,"Louisville,_Kentucky"
2562,A2563,Lovage
2563,A2564,Love
2564,A2565,"Lucy,_Lady_Duff-Gordon"
2565,A2566,Ludwig_Wittgenstein
2566,A2567,Ludwig_van_Beethoven
2567,A2568,Luftwaffe
2568,A2569,Luminiferous_aether
2569,A2570,Lunar_eclipse
2570,A2571,Lung_cancer
2571,A2572,Lusaka
2572,A2573,Lutetium
2573,A2574,Luxembourg
2574,A2575,Luxembourg_(city)
2575,A2576,Lyme_disease
2576,A2577,Lyndon_B._Johnson
2577,A2578,Lynton_and_Barnstaple_Railway
2578,A2579,Lyon
2579,A2580,M*A*S*H_(TV_series)
2580,A2581,M-10001
2581,A2582,M-10003-6
2582,A2583,M1_motorway
2583,A2584,M25_motorway
2584,A2585,M6_motorway
2585,A2586,MINI_(BMW)
2586,A2587,Macau
2587,A2588,Macbeth
2588,A2589,Macbeth_of_Scotland
2589,A2590,Macedon
2590,A2591,Machu_Picchu
2591,A2592,Macintosh
2592,A2593,Mackenzie_River
2593,A2594,Madagascar
2594,A2595,Madama_Butterfly
2595,A2596,Madrid
2596,A2597,Magdalena_Abakanowicz
2597,A2598,Magellanic_Penguin
2598,A2599,Maghreb
2599,A2600,Magic__The_Gathering
2600,A2601,Maglev_train
2601,A2602,Magma
2602,A2603,Magna_Carta
2603,A2604,Magnesium
2604,A2605,Magnet
2605,A2606,Magnetism
2606,A2607,Magpie
2607,A2608,Mahabharata
2608,A2609,Mahatma_Gandhi
2609,A2610,Mahjong
2610,A2611,Mahmoud_Abbas
2611,A2612,Maiasaura
2612,A2613,Maize
2613,A2614,Makuria
2614,A2615,Malaria
2615,A2616,Malaspina_Glacier
2616,A2617,Malawi
2617,A2618,Malaysia
2618,A2619,Malcolm_III_of_Scotland
2619,A2620,Malcolm_II_of_Scotland
2620,A2621,Malcolm_X
2621,A2622,Maldives
2622,A2623,Mali
2623,A2624,Mallard
2624,A2625,Malta
2625,A2626,Malwa_(Madhya_Pradesh)
2626,A2627,Mamenchisaurus
2627,A2628,Mammal
2628,A2629,Mammoth
2629,A2630,Mammoth_Cave_National_Park
2630,A2631,Mancala
2631,A2632,Manchester
2632,A2633,Manchester_United_F.C.
2633,A2634,Mandan
2634,A2635,Manganese
2635,A2636,Mango
2636,A2637,Manifest_Destiny
2637,A2638,Manifold
2638,A2639,Manila
2639,A2640,Manorialism
2640,A2641,Manuel_I_Komnenos
2641,A2642,Manufacturing
2642,A2643,Mao_Zedong
2643,A2644,Map_projection
2644,A2645,Maputo
2645,A2646,Marc_Pugh
2646,A2647,Marcel_Lefebvre
2647,A2648,Marcel_Proust
2648,A2649,Marco_Polo
2649,A2650,Marcus_Allen
2650,A2651,Margaret_Sanger
2651,A2652,Margaret_Thatcher
2652,A2653,Margate
2653,A2654,Margin_of_error
2654,A2655,Marginated_Tortoise
2655,A2656,Marie_Curie
2656,A2657,Mario
2657,A2658,Marjoram
2658,A2659,Mark_Antony
2659,A2660,Mark_Twain
2660,A2661,Mark_Twain_House
2661,A2662,Mark_Webber
2662,A2663,Market
2663,A2664,Markup_language
2664,A2665,Mars
2665,A2666,Mars_Exploration_Rover
2666,A2667,Mars_Reconnaissance_Orbiter
2667,A2668,Marseille
2668,A2669,Marshall_Islands
2669,A2670,Marshall_Plan
2670,A2671,Martello_tower
2671,A2672,Martin_Luther
2672,A2673,"Martin_Luther_King,_Jr."
2673,A2674,Martin_Van_Buren
2674,A2675,Martina_Navratilova
2675,A2676,Martinique
2676,A2677,Marvin_Gaye
2677,A2678,Marxism
2678,A2679,Mary_II_of_England
2679,A2680,Mary_I_of_England
2680,A2681,Mary_I_of_Scotland
2681,A2682,Mary_Kingsley
2682,A2683,Mary_Seacole
2683,A2684,Mary_Somerville
2684,A2685,Maseru
2685,A2686,Mass_Rapid_Transit_(Singapore)
2686,A2687,Mass_media
2687,A2688,Massospondylus
2688,A2689,Material_properties_of_diamond
2689,A2690,Mathematical_analysis
2690,A2691,Mathematics
2691,A2692,Matilda_of_Boulogne
2692,A2693,Matrix_(mathematics)
2693,A2694,Matsuo_Bashō
2694,A2695,Matter
2695,A2696,Matthew_Brettingham
2696,A2697,Mauna_Loa
2697,A2698,Mauritania
2698,A2699,Mauritius
2699,A2700,Mausoleum_of_Maussollos
2700,A2701,Mauthausen-Gusen_concentration_camp
2701,A2702,Max_Planck
2702,A2703,Max_Weber
2703,A2704,Maxwell's_equations
2704,A2705,Maya_civilization
2705,A2706,Maya_mythology
2706,A2707,Mayotte
2707,A2708,Mbabane
2708,A2709,McFly_(band)
2709,A2710,Meander
2710,A2711,Measles
2711,A2712,Measurement
2712,A2713,Meat
2713,A2714,Mecca
2714,A2715,Mechanical_work
2715,A2716,Medal_of_Honor
2716,A2717,Medicine
2717,A2718,Medieval_commune
2718,A2719,Medieval_literature
2719,A2720,Medieval_music
2720,A2721,Mediterranean_Sea
2721,A2722,Mega_Man_X_(character)
2722,A2723,Meitnerium
2723,A2724,Mekong
2724,A2725,Melbourne
2725,A2726,Mendelevium
2726,A2727,Mendip_Hills
2727,A2728,Meningitis
2728,A2729,Menstrual_cycle
2729,A2730,Mentha
2730,A2731,Menthol
2731,A2732,Mercantilism
2732,A2733,Mercia
