,Length of Human Path,Length of Shortest Path,Ratio of Human to Shortest Path
31687,5,4.0,1.25
31688,4,3.0,1.3333333333333333
31689,10,3.0,3.3333333333333335
31690,4,3.0,1.3333333333333333
31691,4,4.0,1.0
31692,14,4.0,3.5
31693,10,4.0,2.5
31694,5,4.0,1.25
31695,4,4.0,1.0
31696,8,5.0,1.6
31697,9,5.0,1.8
31698,8,3.0,2.6666666666666665
31699,8,5.0,1.6
31700,3,3.0,1.0
31701,6,4.0,1.5
31702,3,3.0,1.0
31703,4,4.0,1.0
31704,6,4.0,1.5
31705,8,4.0,2.0
31706,8,4.0,2.0
31707,6,4.0,1.5
31708,4,4.0,1.0
31709,7,5.0,1.4
31710,7,5.0,1.4
31711,22,4.0,5.5
31712,3,3.0,1.0
31713,4,3.0,1.3333333333333333
31714,4,3.0,1.3333333333333333
31715,7,5.0,1.4
31716,7,4.0,1.75
31717,4,3.0,1.3333333333333333
31718,6,5.0,1.2
31719,8,5.0,1.6
31720,7,5.0,1.4
31721,6,5.0,1.2
31722,7,4.0,1.75
31723,6,5.0,1.2
31724,4,4.0,1.0
31725,9,4.0,2.25
31726,9,4.0,2.25
31727,5,4.0,1.25
31728,7,4.0,1.75
31729,7,4.0,1.75
31730,6,4.0,1.5
31731,4,3.0,1.3333333333333333
31732,3,3.0,1.0
31733,8,4.0,2.0
31734,6,4.0,1.5
31735,11,5.0,2.2
31736,6,5.0,1.2
31737,6,4.0,1.5
31738,5,4.0,1.25
31739,6,5.0,1.2
31740,7,3.0,2.3333333333333335
31741,5,4.0,1.25
31742,6,4.0,1.5
31743,9,5.0,1.8
31744,9,5.0,1.8
31745,7,5.0,1.4
31746,5,4.0,1.25
31747,6,5.0,1.2
31748,5,4.0,1.25
31749,5,4.0,1.25
31750,5,4.0,1.25
31751,7,4.0,1.75
31752,6,4.0,1.5
31753,6,4.0,1.5
31754,4,4.0,1.0
31755,4,4.0,1.0
31756,5,4.0,1.25
31757,7,4.0,1.75
31758,4,4.0,1.0
31759,7,4.0,1.75
31760,6,4.0,1.5
31761,6,4.0,1.5
31762,5,4.0,1.25
31763,9,4.0,2.25
31764,5,4.0,1.25
31765,5,3.0,1.6666666666666667
31766,5,4.0,1.25
31767,4,4.0,1.0
31768,6,5.0,1.2
31769,8,5.0,1.6
31770,6,4.0,1.5
31771,13,4.0,3.25
31772,8,4.0,2.0
31773,5,4.0,1.25
31774,9,4.0,2.25
31775,8,4.0,2.0
31776,5,4.0,1.25
31777,5,5.0,1.0
31778,5,5.0,1.0
31779,5,4.0,1.25
31780,4,3.0,1.3333333333333333
31781,8,4.0,2.0
31782,10,5.0,2.0
31783,11,4.0,2.75
31784,4,4.0,1.0
31785,4,4.0,1.0
31786,10,4.0,2.5
31787,6,4.0,1.5
31788,15,5.0,3.0
31789,7,4.0,1.75
31790,5,4.0,1.25
31791,5,4.0,1.25
31792,5,3.0,1.6666666666666667
31793,8,5.0,1.6
31794,5,4.0,1.25
31795,6,4.0,1.5
31796,4,4.0,1.0
31797,5,4.0,1.25
31798,4,3.0,1.3333333333333333
31799,4,4.0,1.0
31800,6,5.0,1.2
31801,4,3.0,1.3333333333333333
31802,5,3.0,1.6666666666666667
31803,3,3.0,1.0
31804,5,4.0,1.25
31805,4,3.0,1.3333333333333333
31806,3,3.0,1.0
31807,10,3.0,3.3333333333333335
31808,4,3.0,1.3333333333333333
31809,7,4.0,1.75
31810,7,4.0,1.75
31811,8,4.0,2.0
31812,4,4.0,1.0
31813,9,4.0,2.25
31814,5,4.0,1.25
31815,6,4.0,1.5
31816,4,4.0,1.0
31817,7,5.0,1.4
31818,4,4.0,1.0
31819,15,5.0,3.0
31820,5,4.0,1.25
31821,8,5.0,1.6
31822,8,5.0,1.6
31823,13,5.0,2.6
31824,10,6.0,1.6666666666666667
31825,5,4.0,1.25
31826,10,5.0,2.0
31827,8,5.0,1.6
31828,9,6.0,1.5
31829,7,6.0,1.1666666666666667
31830,7,4.0,1.75
31831,4,4.0,1.0
31832,8,4.0,2.0
31833,7,4.0,1.75
31834,6,4.0,1.5
31835,7,4.0,1.75
31836,5,3.0,1.6666666666666667
31837,3,3.0,1.0
31838,10,3.0,3.3333333333333335
31839,5,4.0,1.25
31840,10,4.0,2.5
31841,9,5.0,1.8
31842,5,4.0,1.25
31843,4,4.0,1.0
31844,11,5.0,2.2
31845,5,4.0,1.25
31846,13,4.0,3.25
31847,7,4.0,1.75
31848,8,5.0,1.6
31849,8,5.0,1.6
31850,7,5.0,1.4
31851,4,4.0,1.0
31852,3,3.0,1.0
31853,6,5.0,1.2
31854,6,5.0,1.2
31855,5,4.0,1.25
31856,7,4.0,1.75
31857,8,5.0,1.6
31858,12,5.0,2.4
31859,7,5.0,1.4
31860,5,5.0,1.0
31861,5,4.0,1.25
31862,3,3.0,1.0
31863,10,4.0,2.5
31864,5,3.0,1.6666666666666667
31865,6,3.0,2.0
31866,5,3.0,1.6666666666666667
31867,5,3.0,1.6666666666666667
31868,6,3.0,2.0
31869,6,3.0,2.0
31870,7,3.0,2.3333333333333335
31871,6,4.0,1.5
31872,4,3.0,1.3333333333333333
31873,4,3.0,1.3333333333333333
31874,6,4.0,1.5
31875,5,4.0,1.25
31876,5,4.0,1.25
31877,5,4.0,1.25
31878,4,4.0,1.0
31879,6,4.0,1.5
31880,4,4.0,1.0
31881,4,4.0,1.0
31882,16,5.0,3.2
31883,26,5.0,5.2
31884,15,5.0,3.0
31885,15,5.0,3.0
31886,6,4.0,1.5
31887,5,4.0,1.25
31888,4,4.0,1.0
31889,6,4.0,1.5
31890,6,4.0,1.5
31891,6,4.0,1.5
31892,9,4.0,2.25
31893,8,4.0,2.0
31894,6,4.0,1.5
31895,6,4.0,1.5
31896,4,4.0,1.0
31897,5,5.0,1.0
31898,6,4.0,1.5
31899,5,4.0,1.25
31900,7,4.0,1.75
31901,3,2.0,1.5
31902,7,3.0,2.3333333333333335
31903,7,4.0,1.75
31904,16,4.0,4.0
31905,5,3.0,1.6666666666666667
31906,3,3.0,1.0
31907,11,4.0,2.75
31908,6,4.0,1.5
31909,26,4.0,6.5
31910,6,3.0,2.0
31911,4,3.0,1.3333333333333333
31912,5,4.0,1.25
31913,4,3.0,1.3333333333333333
31914,4,4.0,1.0
31915,7,4.0,1.75
31916,3,3.0,1.0
31917,21,3.0,7.0
31918,7,3.0,2.3333333333333335
31919,16,3.0,5.333333333333333
31920,5,3.0,1.6666666666666667
31921,5,3.0,1.6666666666666667
31922,10,3.0,3.3333333333333335
31923,6,3.0,2.0
31924,7,3.0,2.3333333333333335
31925,5,3.0,1.6666666666666667
31926,11,4.0,2.75
31927,5,4.0,1.25
31928,4,4.0,1.0
31929,21,5.0,4.2
31930,3,3.0,1.0
31931,5,3.0,1.6666666666666667
31932,6,5.0,1.2
31933,4,3.0,1.3333333333333333
31934,4,4.0,1.0
31935,3,3.0,1.0
31936,3,3.0,1.0
31937,3,3.0,1.0
31938,3,3.0,1.0
31939,3,3.0,1.0
31940,3,3.0,1.0
31941,3,3.0,1.0
31942,3,3.0,1.0
31943,3,3.0,1.0
31944,3,3.0,1.0
31945,3,3.0,1.0
31946,3,3.0,1.0
31947,3,3.0,1.0
31948,3,3.0,1.0
31949,3,3.0,1.0
31950,3,3.0,1.0
31951,3,3.0,1.0
31952,3,3.0,1.0
31953,5,3.0,1.6666666666666667
31954,3,3.0,1.0
31955,9,4.0,2.25
31956,4,4.0,1.0
31957,9,4.0,2.25
31958,4,4.0,1.0
31959,9,4.0,2.25
31960,10,4.0,2.5
31961,5,4.0,1.25
31962,6,4.0,1.5
31963,6,4.0,1.5
31964,28,5.0,5.6
31965,9,5.0,1.8
31966,6,5.0,1.2
31967,16,5.0,3.2
31968,8,4.0,2.0
31969,5,4.0,1.25
31970,5,4.0,1.25
31971,7,4.0,1.75
31972,15,4.0,3.75
31973,7,4.0,1.75
31974,34,4.0,8.5
31975,5,4.0,1.25
31976,6,3.0,2.0
31977,3,3.0,1.0
31978,4,4.0,1.0
31979,4,4.0,1.0
31980,4,4.0,1.0
31981,5,4.0,1.25
31982,3,3.0,1.0
31983,7,3.0,2.3333333333333335
31984,5,4.0,1.25
31985,9,5.0,1.8
31986,6,5.0,1.2
31987,7,4.0,1.75
31988,3,3.0,1.0
31989,3,3.0,1.0
31990,4,3.0,1.3333333333333333
31991,4,3.0,1.3333333333333333
31992,9,3.0,3.0
31993,6,3.0,2.0
31994,4,4.0,1.0
31995,4,3.0,1.3333333333333333
31996,7,4.0,1.75
31997,7,4.0,1.75
31998,8,4.0,2.0
31999,4,4.0,1.0
32000,5,4.0,1.25
32001,6,4.0,1.5
32002,4,4.0,1.0
32003,5,4.0,1.25
32004,6,4.0,1.5
32005,4,4.0,1.0
32006,4,4.0,1.0
32007,5,5.0,1.0
32008,7,3.0,2.3333333333333335
32009,3,3.0,1.0
32010,11,4.0,2.75
32011,7,4.0,1.75
32012,9,5.0,1.8
32013,7,3.0,2.3333333333333335
32014,5,4.0,1.25
32015,5,4.0,1.25
32016,10,4.0,2.5
32017,4,4.0,1.0
32018,4,4.0,1.0
32019,16,4.0,4.0
32020,4,4.0,1.0
32021,7,4.0,1.75
32022,7,4.0,1.75
32023,7,4.0,1.75
32024,9,4.0,2.25
32025,6,3.0,2.0
32026,7,3.0,2.3333333333333335
32027,4,4.0,1.0
32028,6,4.0,1.5
32029,5,5.0,1.0
32030,5,2.0,2.5
32031,7,4.0,1.75
32032,7,4.0,1.75
32033,6,4.0,1.5
32034,11,5.0,2.2
32035,8,5.0,1.6
32036,12,5.0,2.4
32037,5,5.0,1.0
32038,5,3.0,1.6666666666666667
32039,4,4.0,1.0
32040,11,3.0,3.6666666666666665
32041,8,4.0,2.0
32042,6,4.0,1.5
32043,6,4.0,1.5
32044,5,4.0,1.25
32045,4,4.0,1.0
32046,6,5.0,1.2
32047,9,5.0,1.8
32048,4,3.0,1.3333333333333333
32049,7,3.0,2.3333333333333335
32050,4,3.0,1.3333333333333333
32051,3,3.0,1.0
32052,3,2.0,1.5
32053,3,3.0,1.0
32054,5,4.0,1.25
32055,4,3.0,1.3333333333333333
32056,6,4.0,1.5
32057,4,4.0,1.0
32058,22,4.0,5.5
32059,6,4.0,1.5
32060,19,4.0,4.75
32061,4,4.0,1.0
32062,15,4.0,3.75
32063,4,4.0,1.0
32064,4,4.0,1.0
32065,6,4.0,1.5
32066,7,4.0,1.75
32067,7,4.0,1.75
32068,7,4.0,1.75
32069,3,3.0,1.0
32070,11,3.0,3.6666666666666665
32071,3,3.0,1.0
32072,3,3.0,1.0
32073,4,3.0,1.3333333333333333
32074,15,4.0,3.75
32075,7,4.0,1.75
32076,5,4.0,1.25
32077,15,4.0,3.75
32078,10,4.0,2.5
32079,6,3.0,2.0
32080,7,4.0,1.75
32081,6,4.0,1.5
32082,14,5.0,2.8
32083,5,5.0,1.0
32084,15,5.0,3.0
32085,11,4.0,2.75
32086,6,4.0,1.5
32087,4,4.0,1.0
32088,4,4.0,1.0
32089,4,4.0,1.0
32090,5,4.0,1.25
32091,6,4.0,1.5
32092,4,4.0,1.0
32093,4,4.0,1.0
32094,13,4.0,3.25
32095,10,4.0,2.5
32096,8,4.0,2.0
32097,5,4.0,1.25
32098,5,4.0,1.25
32099,9,5.0,1.8
32100,4,4.0,1.0
32101,7,5.0,1.4
32102,5,5.0,1.0
32103,6,4.0,1.5
32104,4,4.0,1.0
32105,4,3.0,1.3333333333333333
32106,3,3.0,1.0
32107,6,4.0,1.5
32108,7,3.0,2.3333333333333335
32109,3,3.0,1.0
32110,11,4.0,2.75
32111,6,4.0,1.5
32112,6,5.0,1.2
32113,4,4.0,1.0
32114,4,4.0,1.0
32115,4,4.0,1.0
32116,6,3.0,2.0
32117,9,3.0,3.0
32118,11,4.0,2.75
32119,4,3.0,1.3333333333333333
32120,7,4.0,1.75
32121,8,4.0,2.0
32122,8,4.0,2.0
32123,6,4.0,1.5
32124,6,4.0,1.5
32125,7,4.0,1.75
32126,9,4.0,2.25
32127,5,4.0,1.25
32128,6,4.0,1.5
32129,6,4.0,1.5
32130,8,4.0,2.0
32131,7,4.0,1.75
32132,8,4.0,2.0
32133,5,4.0,1.25
32134,9,4.0,2.25
32135,6,4.0,1.5
32136,5,4.0,1.25
32137,7,4.0,1.75
32138,6,4.0,1.5
32139,7,4.0,1.75
32140,6,4.0,1.5
32141,5,4.0,1.25
32142,7,5.0,1.4
32143,7,5.0,1.4
32144,6,5.0,1.2
32145,8,4.0,2.0
32146,7,4.0,1.75
32147,9,4.0,2.25
32148,8,5.0,1.6
32149,6,5.0,1.2
32150,5,5.0,1.0
32151,6,4.0,1.5
32152,5,4.0,1.25
32153,10,4.0,2.5
32154,8,4.0,2.0
32155,4,4.0,1.0
32156,3,3.0,1.0
32157,6,4.0,1.5
32158,9,4.0,2.25
32159,6,4.0,1.5
32160,5,4.0,1.25
32161,6,4.0,1.5
32162,5,4.0,1.25
32163,5,4.0,1.25
32164,15,4.0,3.75
32165,7,4.0,1.75
32166,4,4.0,1.0
32167,4,3.0,1.3333333333333333
32168,5,4.0,1.25
32169,5,4.0,1.25
32170,6,4.0,1.5
32171,6,5.0,1.2
32172,7,5.0,1.4
32173,5,5.0,1.0
32174,5,5.0,1.0
32175,5,5.0,1.0
32176,5,5.0,1.0
32177,5,5.0,1.0
32178,5,5.0,1.0
32179,7,5.0,1.4
32180,12,4.0,3.0
32181,7,4.0,1.75
32182,10,4.0,2.5
32183,7,4.0,1.75
32184,6,4.0,1.5
32185,4,4.0,1.0
32186,5,4.0,1.25
32187,5,4.0,1.25
32188,9,4.0,2.25
32189,7,4.0,1.75
32190,8,4.0,2.0
32191,7,4.0,1.75
32192,9,5.0,1.8
32193,5,4.0,1.25
32194,6,4.0,1.5
32195,8,5.0,1.6
32196,10,5.0,2.0
32197,6,4.0,1.5
32198,6,4.0,1.5
32199,7,4.0,1.75
32200,10,4.0,2.5
32201,6,4.0,1.5
32202,5,4.0,1.25
32203,10,4.0,2.5
32204,4,4.0,1.0
32205,6,4.0,1.5
32206,5,4.0,1.25
32207,5,5.0,1.0
32208,3,3.0,1.0
32209,8,4.0,2.0
32210,9,5.0,1.8
32211,6,4.0,1.5
32212,6,3.0,2.0
32213,5,4.0,1.25
32214,7,3.0,2.3333333333333335
32215,5,5.0,1.0
32216,4,3.0,1.3333333333333333
32217,5,4.0,1.25
32218,8,4.0,2.0
32219,9,4.0,2.25
32220,11,4.0,2.75
32221,8,4.0,2.0
32222,9,4.0,2.25
32223,5,3.0,1.6666666666666667
32224,6,4.0,1.5
32225,5,4.0,1.25
32226,9,4.0,2.25
32227,4,3.0,1.3333333333333333
32228,4,3.0,1.3333333333333333
32229,22,5.0,4.4
32230,7,3.0,2.3333333333333335
32231,5,3.0,1.6666666666666667
32232,7,4.0,1.75
32233,4,4.0,1.0
32234,4,3.0,1.3333333333333333
32235,7,4.0,1.75
32236,5,4.0,1.25
32237,14,4.0,3.5
32238,8,4.0,2.0
32239,5,4.0,1.25
32240,4,3.0,1.3333333333333333
32241,12,3.0,4.0
32242,12,3.0,4.0
32243,9,3.0,3.0
32244,3,3.0,1.0
32245,3,3.0,1.0
32246,3,3.0,1.0
32247,3,3.0,1.0
32248,5,4.0,1.25
32249,5,4.0,1.25
32250,5,4.0,1.25
32251,7,4.0,1.75
32252,4,4.0,1.0
32253,4,4.0,1.0
32254,3,3.0,1.0
32255,8,5.0,1.6
32256,11,5.0,2.2
32257,9,4.0,2.25
32258,7,4.0,1.75
32259,6,5.0,1.2
32260,8,5.0,1.6
32261,5,4.0,1.25
32262,5,4.0,1.25
32263,4,4.0,1.0
32264,12,5.0,2.4
32265,12,5.0,2.4
32266,21,5.0,4.2
32267,9,5.0,1.8
32268,7,5.0,1.4
32269,9,4.0,2.25
32270,9,4.0,2.25
32271,7,4.0,1.75
32272,4,4.0,1.0
32273,8,5.0,1.6
32274,11,4.0,2.75
32275,5,4.0,1.25
32276,5,4.0,1.25
32277,14,5.0,2.8
32278,8,5.0,1.6
32279,6,4.0,1.5
32280,3,2.0,1.5
32281,7,4.0,1.75
32282,5,3.0,1.6666666666666667
32283,8,4.0,2.0
32284,4,3.0,1.3333333333333333
32285,4,4.0,1.0
32286,10,4.0,2.5
32287,15,4.0,3.75
32288,15,4.0,3.75
32289,6,3.0,2.0
32290,6,3.0,2.0
32291,5,3.0,1.6666666666666667
32292,6,4.0,1.5
32293,4,4.0,1.0
32294,5,5.0,1.0
32295,8,5.0,1.6
32296,7,5.0,1.4
32297,4,4.0,1.0
32298,4,4.0,1.0
32299,10,4.0,2.5
32300,6,4.0,1.5
32301,6,5.0,1.2
32302,4,3.0,1.3333333333333333
32303,3,3.0,1.0
32304,4,3.0,1.3333333333333333
32305,3,3.0,1.0
32306,4,4.0,1.0
32307,3,3.0,1.0
32308,7,4.0,1.75
32309,6,4.0,1.5
32310,7,5.0,1.4
32311,7,5.0,1.4
32312,4,4.0,1.0
32313,4,4.0,1.0
32314,7,5.0,1.4
32315,12,4.0,3.0
32316,10,4.0,2.5
32317,8,4.0,2.0
32318,3,3.0,1.0
32319,3,3.0,1.0
32320,8,4.0,2.0
32321,7,4.0,1.75
32322,4,4.0,1.0
32323,7,4.0,1.75
32324,8,4.0,2.0
32325,5,4.0,1.25
32326,8,3.0,2.6666666666666665
32327,5,4.0,1.25
32328,13,4.0,3.25
32329,7,4.0,1.75
32330,6,4.0,1.5
32331,4,4.0,1.0
32332,4,3.0,1.3333333333333333
32333,7,3.0,2.3333333333333335
32334,3,3.0,1.0
32335,4,3.0,1.3333333333333333
32336,8,3.0,2.6666666666666665
32337,7,3.0,2.3333333333333335
32338,12,4.0,3.0
32339,9,4.0,2.25
32340,8,4.0,2.0
32341,6,4.0,1.5
32342,4,3.0,1.3333333333333333
32343,8,3.0,2.6666666666666665
32344,7,3.0,2.3333333333333335
32345,4,3.0,1.3333333333333333
32346,4,3.0,1.3333333333333333
32347,8,3.0,2.6666666666666665
32348,4,3.0,1.3333333333333333
32349,22,4.0,5.5
32350,3,3.0,1.0
32351,6,4.0,1.5
32352,7,4.0,1.75
32353,5,4.0,1.25
32354,8,4.0,2.0
32355,6,4.0,1.5
32356,13,4.0,3.25
32357,7,5.0,1.4
32358,6,5.0,1.2
32359,3,3.0,1.0
32360,3,3.0,1.0
32361,6,4.0,1.5
32362,4,4.0,1.0
32363,18,4.0,4.5
32364,5,4.0,1.25
32365,5,4.0,1.25
32366,6,4.0,1.5
32367,9,4.0,2.25
32368,5,5.0,1.0
32369,6,5.0,1.2
32370,6,4.0,1.5
32371,4,4.0,1.0
32372,5,4.0,1.25
32373,10,4.0,2.5
32374,9,4.0,2.25
32375,9,4.0,2.25
32376,8,5.0,1.6
32377,8,5.0,1.6
32378,5,5.0,1.0
32379,7,4.0,1.75
32380,10,4.0,2.5
32381,6,4.0,1.5
32382,7,4.0,1.75
32383,8,4.0,2.0
32384,6,4.0,1.5
32385,8,4.0,2.0
32386,7,4.0,1.75
32387,4,4.0,1.0
32388,5,5.0,1.0
32389,9,5.0,1.8
32390,6,4.0,1.5
32391,4,3.0,1.3333333333333333
32392,4,4.0,1.0
32393,7,4.0,1.75
32394,5,3.0,1.6666666666666667
32395,3,3.0,1.0
32396,6,4.0,1.5
32397,11,5.0,2.2
32398,14,4.0,3.5
32399,24,4.0,6.0
32400,38,4.0,9.5
32401,9,4.0,2.25
32402,5,4.0,1.25
32403,12,5.0,2.4
32404,9,5.0,1.8
32405,6,5.0,1.2
32406,4,4.0,1.0
32407,4,4.0,1.0
32408,8,4.0,2.0
32409,3,3.0,1.0
32410,7,4.0,1.75
32411,3,3.0,1.0
32412,10,4.0,2.5
32413,10,5.0,2.0
32414,8,4.0,2.0
32415,9,5.0,1.8
32416,7,5.0,1.4
32417,8,5.0,1.6
32418,11,5.0,2.2
32419,5,4.0,1.25
32420,14,4.0,3.5
32421,4,4.0,1.0
32422,5,5.0,1.0
32423,8,4.0,2.0
32424,7,4.0,1.75
32425,11,5.0,2.2
32426,10,5.0,2.0
32427,5,4.0,1.25
32428,11,4.0,2.75
32429,7,4.0,1.75
32430,11,5.0,2.2
32431,12,5.0,2.4
32432,6,5.0,1.2
32433,5,4.0,1.25
32434,3,3.0,1.0
32435,3,3.0,1.0
32436,7,5.0,1.4
32437,5,4.0,1.25
32438,6,4.0,1.5
32439,5,4.0,1.25
32440,11,6.0,1.8333333333333333
32441,6,4.0,1.5
32442,5,4.0,1.25
32443,7,4.0,1.75
32444,4,4.0,1.0
32445,6,4.0,1.5
32446,5,3.0,1.6666666666666667
32447,6,3.0,2.0
32448,3,3.0,1.0
32449,4,3.0,1.3333333333333333
32450,5,3.0,1.6666666666666667
32451,4,2.0,2.0
32452,4,3.0,1.3333333333333333
32453,4,4.0,1.0
32454,6,4.0,1.5
32455,6,4.0,1.5
32456,4,4.0,1.0
32457,9,3.0,3.0
32458,6,3.0,2.0
32459,7,3.0,2.3333333333333335
32460,9,3.0,3.0
32461,5,3.0,1.6666666666666667
32462,5,3.0,1.6666666666666667
32463,5,3.0,1.6666666666666667
32464,7,4.0,1.75
32465,6,4.0,1.5
32466,7,4.0,1.75
32467,6,5.0,1.2
32468,4,4.0,1.0
32469,5,4.0,1.25
32470,4,4.0,1.0
32471,3,3.0,1.0
32472,10,5.0,2.0
32473,10,5.0,2.0
32474,7,5.0,1.4
32475,5,5.0,1.0
32476,5,4.0,1.25
32477,4,3.0,1.3333333333333333
32478,6,4.0,1.5
32479,5,5.0,1.0
32480,7,5.0,1.4
32481,5,4.0,1.25
32482,7,4.0,1.75
32483,19,4.0,4.75
32484,4,4.0,1.0
32485,3,3.0,1.0
32486,12,4.0,3.0
32487,8,4.0,2.0
32488,11,3.0,3.6666666666666665
32489,3,3.0,1.0
32490,6,4.0,1.5
32491,5,4.0,1.25
32492,4,4.0,1.0
32493,5,4.0,1.25
32494,8,4.0,2.0
32495,4,3.0,1.3333333333333333
32496,8,4.0,2.0
32497,7,4.0,1.75
32498,5,4.0,1.25
32499,19,4.0,4.75
32500,5,4.0,1.25
32501,4,4.0,1.0
32502,4,4.0,1.0
32503,4,4.0,1.0
32504,4,4.0,1.0
32505,4,3.0,1.3333333333333333
32506,5,4.0,1.25
32507,9,4.0,2.25
32508,5,4.0,1.25
32509,5,4.0,1.25
32510,7,4.0,1.75
32511,4,4.0,1.0
32512,4,3.0,1.3333333333333333
32513,6,4.0,1.5
32514,4,4.0,1.0
32515,21,4.0,5.25
32516,9,4.0,2.25
32517,18,4.0,4.5
32518,4,4.0,1.0
32519,5,4.0,1.25
32520,5,3.0,1.6666666666666667
32521,4,4.0,1.0
32522,6,3.0,2.0
32523,5,3.0,1.6666666666666667
32524,5,4.0,1.25
32525,5,4.0,1.25
32526,5,4.0,1.25
32527,6,4.0,1.5
32528,4,4.0,1.0
32529,2,2.0,1.0
32530,4,3.0,1.3333333333333333
32531,7,5.0,1.4
32532,8,4.0,2.0
32533,4,4.0,1.0
32534,4,4.0,1.0
32535,7,3.0,2.3333333333333335
32536,7,3.0,2.3333333333333335
32537,7,5.0,1.4
32538,3,3.0,1.0
32539,4,4.0,1.0
32540,5,4.0,1.25
32541,4,4.0,1.0
32542,4,4.0,1.0
32543,3,3.0,1.0
32544,4,4.0,1.0
32545,3,3.0,1.0
32546,4,4.0,1.0
32547,5,4.0,1.25
32548,3,3.0,1.0
32549,4,4.0,1.0
32550,13,4.0,3.25
32551,4,3.0,1.3333333333333333
32552,4,4.0,1.0
32553,4,3.0,1.3333333333333333
32554,11,4.0,2.75
32555,5,4.0,1.25
32556,3,3.0,1.0
32557,5,3.0,1.6666666666666667
32558,4,3.0,1.3333333333333333
32559,5,4.0,1.25
32560,7,4.0,1.75
32561,5,4.0,1.25
32562,4,4.0,1.0
32563,5,3.0,1.6666666666666667
32564,10,5.0,2.0
32565,8,5.0,1.6
32566,9,5.0,1.8
32567,5,5.0,1.0
32568,8,5.0,1.6
32569,8,5.0,1.6
32570,6,5.0,1.2
32571,7,5.0,1.4
32572,7,5.0,1.4
32573,7,5.0,1.4
32574,6,4.0,1.5
32575,6,4.0,1.5
32576,5,4.0,1.25
32577,6,4.0,1.5
32578,5,4.0,1.25
32579,7,5.0,1.4
32580,5,5.0,1.0
32581,19,5.0,3.8
32582,8,5.0,1.6
32583,10,5.0,2.0
32584,12,5.0,2.4
32585,11,4.0,2.75
32586,13,4.0,3.25
32587,6,4.0,1.5
32588,9,3.0,3.0
32589,6,3.0,2.0
32590,6,4.0,1.5
32591,6,4.0,1.5
32592,5,4.0,1.25
32593,8,4.0,2.0
32594,3,3.0,1.0
32595,2,2.0,1.0
32596,5,4.0,1.25
32597,8,5.0,1.6
32598,8,5.0,1.6
32599,5,3.0,1.6666666666666667
32600,4,3.0,1.3333333333333333
32601,6,5.0,1.2
32602,6,5.0,1.2
32603,8,4.0,2.0
32604,7,4.0,1.75
32605,12,4.0,3.0
32606,8,4.0,2.0
32607,5,4.0,1.25
32608,7,4.0,1.75
32609,9,4.0,2.25
32610,6,4.0,1.5
32611,7,5.0,1.4
32612,4,3.0,1.3333333333333333
32613,6,4.0,1.5
32614,21,5.0,4.2
32615,5,3.0,1.6666666666666667
32616,3,3.0,1.0
32617,7,3.0,2.3333333333333335
32618,4,4.0,1.0
32619,4,4.0,1.0
32620,6,5.0,1.2
32621,12,4.0,3.0
32622,9,4.0,2.25
32623,13,4.0,3.25
32624,6,3.0,2.0
32625,4,3.0,1.3333333333333333
32626,4,3.0,1.3333333333333333
32627,7,4.0,1.75
32628,3,3.0,1.0
32629,7,3.0,2.3333333333333335
32630,3,3.0,1.0
32631,5,3.0,1.6666666666666667
32632,8,5.0,1.6
32633,7,4.0,1.75
32634,6,4.0,1.5
32635,10,4.0,2.5
32636,6,4.0,1.5
32637,5,4.0,1.25
32638,4,4.0,1.0
32639,5,3.0,1.6666666666666667
32640,5,4.0,1.25
32641,4,4.0,1.0
32642,2,2.0,1.0
32643,7,3.0,2.3333333333333335
32644,3,3.0,1.0
32645,4,3.0,1.3333333333333333
32646,4,3.0,1.3333333333333333
32647,5,3.0,1.6666666666666667
32648,5,4.0,1.25
32649,2,2.0,1.0
32650,3,3.0,1.0
32651,5,4.0,1.25
32652,5,4.0,1.25
32653,5,4.0,1.25
32654,8,4.0,2.0
32655,5,4.0,1.25
32656,5,4.0,1.25
32657,5,5.0,1.0
32658,7,5.0,1.4
32659,5,4.0,1.25
32660,6,4.0,1.5
32661,9,4.0,2.25
32662,7,3.0,2.3333333333333335
32663,5,3.0,1.6666666666666667
32664,5,4.0,1.25
32665,11,4.0,2.75
32666,3,3.0,1.0
32667,4,4.0,1.0
32668,4,4.0,1.0
32669,6,3.0,2.0
32670,4,4.0,1.0
32671,5,4.0,1.25
32672,7,4.0,1.75
32673,4,4.0,1.0
32674,9,4.0,2.25
32675,5,4.0,1.25
32676,5,4.0,1.25
32677,4,4.0,1.0
32678,5,4.0,1.25
32679,4,4.0,1.0
32680,5,4.0,1.25
32681,5,4.0,1.25
32682,5,4.0,1.25
32683,5,4.0,1.25
32684,6,3.0,2.0
32685,7,3.0,2.3333333333333335
32686,4,4.0,1.0
32687,6,4.0,1.5
32688,8,4.0,2.0
32689,5,4.0,1.25
32690,4,4.0,1.0
32691,14,5.0,2.8
32692,5,4.0,1.25
32693,11,5.0,2.2
32694,11,5.0,2.2
32695,11,5.0,2.2
32696,10,4.0,2.5
32697,5,4.0,1.25
32698,5,4.0,1.25
32699,6,4.0,1.5
32700,3,3.0,1.0
32701,12,5.0,2.4
32702,5,4.0,1.25
32703,4,4.0,1.0
32704,12,5.0,2.4
32705,8,5.0,1.6
32706,6,5.0,1.2
32707,8,5.0,1.6
32708,5,5.0,1.0
32709,9,4.0,2.25
32710,12,4.0,3.0
